date,dff,dtb,CCrate,ffr,rCD,gsr,rsr
2014-03,0.06,0.05,13.16654658,-1.604334748,-1.544334748,0.3,-1.364334748
2014-04,0.06,0.05,12.9941061,-1.960243613,-1.900243613,0.3,-1.720243613
2014-05,0.09,0.03,12.80299756,-1.875809135,-1.855809135,0.3,-1.665809135
2014-06,0.08,0.04,12.86438884,-2.086177955,-2.056177955,0.3,-1.866177955
2014-07,0.09,0.04,12.91360015,-1.810869532,-1.770869532,0.3,-1.600869532
2014-08,0.08,0.03,12.96381344,-1.579629302,-1.529629302,0.3,-1.359629302
2014-09,0.07,0.03,13.18394241,-1.625865144,-1.575865144,0.3,-1.395865144
2014-10,0.07,0.02,13.40432932,-1.619996139,-1.569996139,0.3,-1.389996139
2014-11,0.07,0.01,13.62497416,-1.468070321,-1.408070321,0.3,-1.238070321
2014-12,0.08,0.02,13.65872912,-0.996367632,-0.926367632,0.3,-0.776367632
2015-01,0.06,0.04,13.69344638,-0.802170602,-0.702170602,0.3,-0.562170602
2015-02,0.06,0.02,13.72912594,-0.858656482,-0.768656482,0.3,-0.618656482
2015-03,0.06,0.02,13.67654658,-0.729116354,-0.649116354,0.3,-0.489116354
2015-04,0.06,0.03,13.6241061,-0.908772921,-0.838772921,0.3,-0.668772921
2015-05,0.08,0.01,13.55299756,-0.840036608,-0.770036608,0.3,-0.620036608
2015-06,0.08,0.01,13.61438884,-1.002368614,-0.902368614,0.3,-0.782368614
2015-07,0.08,0.01,13.66360015,-1.009327442,-0.899327442,0.3,-0.789327442
2015-08,0.08,0.08,13.71381344,-1.029682997,-0.849682997,0.3,-0.809682997
2015-09,0.08,0.08,13.69060908,-0.910569755,-0.720569755,0.3,-0.690569755
2015-10,0.07,-0.01,13.66766265,-1.034966741,-0.854966741,0.3,-0.804966741
2015-11,0.07,0.08,13.64497416,-1.178300797,-0.948300797,0.3,-0.948300797
2015-12,0.08,0.22,13.66539578,-1.293378808,-0.833378808,0.3,-1.073378808
2016-01,0.2,0.16,13.68677971,-1.554433813,-1.184433813,0.3,-1.454433813
2016-02,0.29,0.32,13.70912594,-1.435906459,-1.185906459,0.4,-1.325906459
2016-03,0.29,0.33,13.61654658,-1.362807782,-1.102807782,0.4,-1.252807782
2016-04,0.25,0.21,13.5241061,-1.241081689,-0.941081689,0.4,-1.091081689
2016-05,0.3,0.22,13.41299756,-1.572803519,-1.302803519,0.3,-1.572803519
2016-06,0.29,0.34,13.46438884,-1.507610736,-1.247610736,0.3,-1.497610736
2016-07,0.3,0.26,13.50360015,-1.18069876,-0.86069876,0.3,-1.18069876
2016-08,0.3,0.27,13.54381344,-1.39300579,-0.96300579,0.3,-1.39300579
2016-09,0.3,0.33,13.54727575,-1.680618315,-1.230618315,0.3,-1.680618315
2016-10,0.29,0.28,13.55099598,-1.714782628,-1.284782628,0.3,-1.704782628
2016-11,0.31,0.34,13.55497416,-1.513713942,-1.113713942,0.3,-1.523713942
2016-12,0.31,0.48,13.72206245,-2.291883528,-1.731883528,0.3,-2.301883528
2017-01,0.55,0.5,13.89011305,-2.00524598,-1.65524598,0.3,-2.25524598
2017-02,0.56,0.52,14.05912594,-1.855461194,-1.545461194,0.3,-2.115461194
2017-03,0.57,0.53,14.06654658,-1.751668963,-1.341668963,0.3,-2.021668963
2017-04,0.82,0.75,14.0741061,-1.368384265,-1.158384265,0.3,-1.888384265
2017-05,0.83,0.79,14.06299756,-1.047226341,-0.827226341,0.3,-1.577226341
2017-06,0.83,0.96,14.27438884,-0.924440505,-0.594440505,0.3,-1.454440505
2017-07,1.06,1.01,14.47360015,-0.731997899,-0.571997899,0.3,-1.491997899
2017-08,1.07,1.05,14.67381344,-0.877782655,-0.697782655,0.3,-1.647782655
2017-09,1.07,0.99,14.76060908,-0.696373661,-0.516373661,0.3,-1.466373661
2017-10,1.06,1.04,14.84766265,-0.996027918,-0.796027918,0.3,-1.756027918
2017-11,1.07,1.13,14.93497416,-1.119688891,-0.869688891,0.4,-1.789688891
2017-12,1.07,1.25,15.12872912,-0.949452496,-0.479452496,0.4,-1.619452496
2018-01,1.33,1.37,15.32344638,-0.744604168,-0.444604168,0.4,-1.674604168
2018-02,1.34,1.44,15.51912594,-0.858172072,-0.418172072,0.4,-1.798172072
2018-03,1.35,1.63,15.55321325,-0.844420363,-0.114420363,0.5,-1.694420363
2018-04,1.67,1.7,15.58743944,-0.797121421,-0.267121421,0.5,-1.967121421
2018-05,1.69,1.84,15.60299756,-1.07589579,-0.60589579,0.5,-2.26589579
2018-06,1.7,1.89,15.82438884,-0.801549608,-0.311549608,0.6,-1.901549608
2018-07,1.91,1.89,16.03360015,-0.791129222,-0.531129222,0.7,-2.001129222
2018-08,1.91,1.99,16.24381344,-0.289796892,-0.009796892,0.7,-1.499796892
2018-09,1.91,2.07,16.43060908,-0.579604781,-0.249604781,0.7,-1.789604781
2018-10,2.18,2.15,16.61766265,-0.105365959,0.084634041,0.7,-1.585365959
2018-11,2.2,2.29,16.80497416,0.046206914,0.406206914,0.7,-1.453793086
2018-12,2.2,2.32,16.90539578,0.033016083,0.523016083,0.7,-1.466983917
2019-01,2.4,2.4,17.00677971,0.596721509,0.786721509,0.7,-1.103278491
2019-02,2.4,2.36,17.10912594,0.595244175,0.685244175,0.7,-1.104755825
2019-03,2.4,2.4,17.14654658,0.367048919,0.447048919,0.7,-1.332951081
2019-04,2.43,2.35,17.1841061,-0.013247277,0.026752723,0.6,-1.843247277
2019-05,2.45,2.38,17.20299756,0.623436704,0.613436704,0.6,-1.226563296
2019-06,2.4,2.3,17.06105551,0.535225219,0.435225219,0.6,-1.264774781
2019-07,2.4,2.08,16.90693348,0.262782027,0.082782027,0.6,-1.537217973
2019-08,2.4,2.04,16.75381344,0.231305726,-0.108694274,0.6,-1.568694274
2019-09,2.13,1.95,16.77727575,0.285501228,0.185501228,0.6,-1.244498772
2019-10,1.9,1.84,16.80099598,-0.217850496,-0.237850496,0.6,-1.517850496
2019-11,1.58,1.51,16.82497416,-0.542401568,-0.352401568,0.6,-1.522401568
2019-12,1.56,1.56,16.81872912,-1.045940414,-0.845940414,0.6,-2.005940414
2020-01,1.55,1.52,16.81344638,-0.846812718,-0.746812718,0.6,-1.796812718
2020-02,1.59,1.52,16.80912594,-0.650207724,-0.650207724,0.6,-1.640207724
2020-03,1.58,1.25,16.49321325,-0.2468185,-0.4768185,0.05,-1.7768185
2020-04,0.08,0.11,16.17743944,-1.513611847,-0.833611847,0.05,-1.543611847
2020-05,0.05,0.09,15.84299756,-0.776950737,-0.656950737,0.05,-0.776950737
2020-06,0.05,0.14,15.97438884,-1.053555619,-0.903555619,0.05,-1.053555619
2020-07,0.08,0.16,16.09360015,-1.399754562,-1.299754562,0.05,-1.429754562
2020-08,0.1,0.09,16.21381344,-1.246975235,-1.196975235,0.05,-1.296975235
2020-09,0.09,0.11,16.21727575,-1.504573561,-1.464573561,0.05,-1.544573561
2020-10,0.09,0.1,16.22099598,-1.459717157,-1.429717157,0.05,-1.499717157
2020-11,0.09,0.09,16.22497416,-1.180998709,-1.110998709,0.05,-1.220998709
2020-12,0.09,0.08,16.18539578,-1.661750551,-1.581750551,0.05,-1.701750551
2021-01,0.09,0.09,16.14677971,-1.446221546,-1.396221546,0.05,-1.486221546
2021-02,0.07,0.06,16.10912594,-1.339251603,-1.299251603,0.05,-1.359251603
2021-03,0.07,0.04,16.19987991,-2.256542478,-2.226542478,0.05,-2.276542478
2021-04,0.06,0.03,16.29077277,-4.545967276,-4.495967276,0.07,-4.535967276
2021-05,0.05,0.01,16.36299756,-3.702229903,-3.652229903,0.06,-3.692229903
2021-06,0.05,0.01,16.55438884,-4.979799367,-4.939799367,0.06,-4.969799367
2021-07,0.08,0.05,16.73360015,-4.18190517,-4.16190517,0.06,-4.20190517
2021-08,0.07,0.06,16.91381344,-4.169318139,-4.139318139,0.06,-4.179318139
2021-09,0.06,0.04,16.73727575,-4.540343079,-4.500343079,0.06,-4.540343079
2021-10,0.06,0.04,16.56099598,-5.132115788,-5.082115788,0.06,-5.132115788
2021-11,0.07,0.05,16.38497416,-5.376630904,-5.306630904,0.06,-5.386630904
2021-12,0.07,0.05,16.37872912,-5.984508238,-5.884508238,0.06,-5.994508238
2022-01,0.07,0.06,16.37344638,-6.326141208,-6.176141208,0.06,-6.336141208
2022-02,0.08,0.24,16.36912594,-7.376680723,-7.076680723,0.06,-7.396680723
2022-03,0.08,0.37,16.48987991,-7.043404917,-6.393404917,0.06,-7.063404917
2022-04,0.33,0.51,16.61077277,-6.455831038,-5.875831038,0.06,-6.725831038
2022-05,0.33,0.83,16.71299756,-6.73195927,-5.73195927,0.06,-7.00195927
2022-06,0.83,1.13,17.22105551,-6.376574978,-5.336574978,0.07,-7.136574978
2022-07,1.58,1.66,17.71693348,-4.986383501,-4.066383501,0.1,-6.466383501
2022-08,2.32,2.34,18.21381344,-4.719822083,-4.279822083,0.13,-6.909822083
2022-09,2.33,2.87,18.92394241,-5.500716898,-4.620716898,0.17,-7.660716898
2022-10,3.08,3.22,19.63432932,-3.947041714,-3.177041714,0.21,-6.817041714
2022-11,3.08,4.06,20.34497416,-2.624526847,-1.244526847,0.24,-5.464526847
2022-12,3.83,4.27,20.60206245,-1.809159417,-1.129159417,0.3,-5.339159417
2023-01,4.33,4.3,20.86011305,-2.283900876,-2.003900876,0.33,-6.283900876
2023-02,4.33,4.58,21.11912594,-0.757834163,-0.347834163,0.35,-4.737834163
2023-03,4.57,4.72,21.49321325,-2.497974328,-2.157974328,0.37,-6.697974328
2023-04,4.83,4.68,21.86743944,0.02404635,0.22404635,0.37,-4.43595365
2023-05,4.83,4.95,22.22299756,1.015302259,1.335302259,0.39,-3.424697741
2023-06,5.08,5.26,22.34105551,0.855206404,0.995206404,0.4,-3.824793596
2023-07,5.08,5.17,22.44693348,0.829229902,1.099229902,0.42,-3.830770098
2023-08,5.33,5.28,22.55381344,1.473866537,1.583866537,0.42,-3.436133463
2023-09,5.33,5.32,22.60060908,-0.027745976,0.132254024,0.45,-4.907745976
2023-10,5.33,5.32,22.64766265,1.252154184,1.382154184,0.46,-3.617845816
2023-11,5.33,5.33,22.69497416,2.772894623,2.852894623,0.46,-2.097105377
2023-12,5.33,5.25,,1.82614988,,0.46,-3.04385012
