Date,possible,multsch,MP1,MP2,FF1,FF2,FF3,FF4,FF5,FF6,ED1,ED2,ED3,ED4,ED5,ED6,ED7,ED8,UST3M,UST6M,UST2Y,UST5Y,UST10Y,UST30Y,SP500,SPFUT,EURUSD,FF4_MR,NFP_SURP,NFP_12M,SP500_3M,SLOPE_3M,BCOM_3M,TR_SKEW,SEP,PC,OIS1Y,OIS2Y,TIPS5Y,TIPS10Y,TIPS30Y,DXY,USDJPY,dlcons,liststr,schedstr,mainstr,bcff_time,bcei_time,mps_orig1,mps_orig2
8/1/2005,1,0,-0.007045455,-0.000909091,-0.005,-0.005,-0.01,-0.015,-0.015,-0.01,-0.005,-0.02,-0.025,-0.03,-0.025,-0.03,-0.03,-0.025,-0.01,-0.026,-0.021,-0.023,-0.023,-0.023,0.21449638,0.223078483,0.186295156,-0.01,0.006402534,1.838843786,6.511238528,-0.389714603,6.017427228,0.217043933,,,-0.019,,-0.0251,-0.015899897,-0.020200133,-0.170377101,-0.204991087,-0.431318302,8/9/2005,8/9/2005,8/9/2005,0,0,-0.0085,-0.0076
9/1/2005,1,0,0.045,0.045,0.015,0.03,0.045,0.035,0.035,0.03,0.035,0.025,0.015,0.02,0.01,0.01,0.02,0.015,0.031,0.021,0.025,0.013,-0.019,-0.0355,-0.131399117,-0.141242938,-0.230130681,0.03,-0.097200189,1.923922983,2.39082604,-0.241719455,13.96540562,0.192761278,,,0.015,,0.0036,-0.024199963,-0.040300012,0.203665988,0.241827138,0.281835884,9/20/2005,9/20/2005,9/20/2005,0,0,0.0275,0.0282
10/1/2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1807957,1.847452645,2.384974045,-0.099681343,15.89284719,0.134431675,,,,,,,,,,0.299550898,,,,0,0,0.0000,0
11/1/2005,1,0,-0.005172414,0.003735632,-0.005,0,0,0,0.005,0.02,0.005,0.015,0.015,0.015,0.015,0.015,0.02,0.01,0.005,0.005,0.012,0.009,0.004,-0.001,0.226501978,0.228073813,-0.074956276,0,-0.170146415,1.65650762,-2.226059029,-0.111158152,5.824027783,0.165142627,,,0.0035,,0.0075,0.005400062,0.00330019,0.066622252,0.07716711,0.399202127,11/1/2005,11/1/2005,11/1/2005,0,1,0.0154,0.0162
12/1/2005,1,0,-0.008611111,-0.005,-0.005,0,-0.005,-0.005,-0.02,-0.02,-0.0025,-0.025,-0.04,-0.04,-0.035,-0.04,-0.03,-0.025,-0.031,-0.01,-0.025,-0.025,-0.02,-0.011,0.523259271,0.554785021,0.251382604,-0.005,-0.050507294,1.865453735,3.02245409,-0.033082491,-1.517807958,0.260668139,,,-0.034,,-0.0157,-0.016599894,-0.008000135,-0.231967304,-0.216396171,0.537823769,12/13/2005,12/13/2005,12/13/2005,0,0,-0.0189,-0.0179
1/1/2006,1,0,0.01,0.025,0,0.01,0.01,0.025,0.025,0.025,0.03,0.025,0.035,0.04,0.045,0.045,0.045,0.045,0.015,0.01,0.037,0.038,0.032,0.029,-0.255846243,-0.252819914,-0.369640217,0.025,-0.248461472,1.888870775,2.547621028,-0.244367639,-0.795517092,0.302227532,,,0.015,,0.0398,0.036599874,0.02459991,0.36036036,0.453107634,0.201202309,1/31/2006,1/31/2006,1/31/2006,1,0,0.0417,0.0424
2/1/2006,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.165411063,1.972421116,7.181023845,-0.291712671,6.369143009,0.234861057,,,,,,,,,,0.219995493,,,,0,0,0.0000,0
3/1/2006,1,0,0.005,0.03452381,0.005,0.005,0.025,0.03,0.035,0.03,0.035,0.05,0.06,0.06,0.06,0.06,0.06,0.055,0.01,0.0265,0.049,0.056,0.043,0.03,-0.625296939,-0.627734449,-0.389556569,0.03,0.02191536,2.00777681,1.528817694,-0.276573971,2.103228141,0.195487527,,,0.044,,0.0543,0.047199965,0.027300119,0.356149137,0.383599011,0.165476326,3/28/2006,3/28/2006,3/28/2006,1,0,0.0595,0.0599
4/1/2006,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014367179,2.142822379,3.00483572,0.127886286,-0.300080313,0.257482553,,,,,,,,,,0.186425714,,,,0,0,0.0000,0
5/1/2006,1,0,0,0.03,0,0.01,0.03,0.035,0.035,0.045,0.035,0.055,0.065,0.065,0.065,0.06,0.065,0.06,0.011,0.0185,0.063,0.059,0.04,0.035,-0.206509981,-0.188536953,-0.031267099,0.035,-0.176766125,1.993933933,3.567349829,0.259809762,8.443026428,0.194668614,,,0.047,,0.047,0.042700052,0.03760004,0.035460993,0.108656284,0.087894769,5/10/2006,5/10/2006,5/10/2006,0,0,0.0666,0.0671
6/1/2006,1,0,-0.015,-0.035217391,-0.005,-0.015,-0.03,-0.03,-0.04,-0.04,-0.05,-0.055,-0.055,-0.055,-0.045,-0.04,-0.025,-0.02,-0.018,-0.048,-0.046,-0.027,-0.008,0.008,0.548597454,0.533491405,0.813981326,-0.025,-0.240848809,1.896788709,-1.874318652,0.253638172,11.39428819,0.14913895,,,-0.042,,-0.0315,-0.013399839,-0.003700018,-0.772334294,-0.705619138,0.552373087,6/29/2006,6/29/2006,6/29/2006,1,0,-0.0333,-0.0323
7/1/2006,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.162628944,1.767089292,-2.541055531,-0.077812669,9.610163273,0.104234573,,,,,,,,,,-0.300450902,,,,0,0,0.0000,0
8/1/2006,1,0,-0.047173913,-0.010652174,-0.035,-0.035,-0.035,-0.035,-0.03,-0.045,-0.035,-0.035,-0.025,-0.03,-0.035,-0.035,-0.035,-0.035,-0.031,-0.026,-0.029,-0.018,0,0.018,-0.242295663,-0.234100663,0.11682243,-0.035,-0.106475691,1.646094274,-2.556603219,-0.295593749,2.383950706,0.089119339,,,-0.028,,-0.0352,-0.017400026,-0.0007,-0.082576383,-0.052128584,0.598207168,8/8/2006,8/8/2006,8/8/2006,0,0,-0.0247,-0.0237
9/1/2006,1,0,0,0,0,-0.005,0,0,0.005,0.0075,0.015,0.015,0.02,0.03,0.025,0.02,0.02,0.02,0,0.016,0.0255,0.0179,0.0119,0.0042,-0.26589935,-0.280164363,-0.09440642,0,-0.038498542,1.676636557,2.621063878,-0.243500904,0.801504425,0.023451768,,,0.01,,0.0146,0.012500048,0.010599852,0.093327112,0.034103504,0.386630691,9/20/2006,9/20/2006,9/20/2006,0,0,0.0279,0.0286
10/1/2006,1,0,-0.005,-0.005,0.005,-0.005,-0.005,-0.005,-0.005,-0.02,-0.005,-0.005,-0.015,-0.01,-0.005,-0.01,-0.01,-0.005,-0.0052,0,-0.0042,-0.0109,-0.0181,-0.0148,-0.0638338,-0.072241286,0.119189511,-0.005,-0.184165105,1.676636557,6.962935472,-0.179087984,-4.92851106,-0.041952726,,,-0.01,,-0.0112,-0.018199921,-0.013799906,-0.103986135,-0.117449664,-0.007431784,10/25/2006,10/25/2006,10/25/2006,0,0,-0.0015,-0.0006
11/1/2006,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100356212,1.62293747,7.634226841,-0.196815063,-0.877415568,-0.04141732,,,,,,,,,,0.598207168,,,,0,0,0.0000,0
12/1/2006,1,0,0,-0.0025,0,0,-0.0025,-0.005,-0.015,-0.02,-0.005,-0.015,-0.05,-0.055,-0.055,-0.055,-0.06,-0.06,-0.0104,-0.0053,-0.0463,-0.0407,-0.0313,-0.0229,0.253255379,0.14199503,0.392957001,-0.005,0.003304945,1.51587112,7.127095204,-0.187873638,7.338147197,-0.085543999,,,-0.027,,-0.0416,-0.03030014,-0.023499966,-0.324519231,-0.230513105,0.199800266,12/12/2006,12/12/2006,12/12/2006,0,0,-0.0259,-0.0248
1/1/2007,1,0,-0.005,-0.005,0,-0.005,-0.005,0,-0.005,0,0,-0.005,-0.01,-0.01,-0.015,-0.005,-0.01,-0.01,-0.0156,0.00265,-0.0083,-0.0107,-0.0133,-0.0161,0.502354349,0.557880056,0.0999001,-0.005,0.092747578,1.535232993,5.933743692,-0.023669498,9.535058103,-0.157828395,,,-0.007,,-0.0158,-0.012500048,-0.013200045,-0.129808827,-0.041373604,-0.010877174,1/31/2007,1/31/2007,1/31/2007,1,0,-0.0007,0.0002
2/1/2007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.123951573,1.499489433,3.972925599,0.049515763,-0.073076507,-0.072152951,,,,,,,,,,0.048537761,,,,0,0,0.0000,0
3/1/2007,1,0,0,-0.014090909,0,-0.005,-0.01,-0.01,-0.04,-0.05,-0.05,-0.095,-0.115,-0.12,-0.12,-0.115,-0.105,-0.095,-0.0052,-0.0374,-0.0849,-0.0673,-0.0473,-0.0372,0.821834487,0.841957551,0.484834818,-0.01501,-0.050469672,1.33706605,0.285439037,0.097208952,3.366121682,-0.076051496,,,-0.0685,,-0.0639,-0.047500134,-0.041500092,-0.432692308,-0.305421227,0.041892987,3/21/2007,3/21/2007,3/21/2007,0,0,-0.0896,-0.0881
4/1/2007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042663843,1.275316936,0.713373859,0.120877641,4.951237834,-0.400987197,,,,,,,,,,0.063925246,,,,0,0,0.0000,0
5/1/2007,1,0,0.007045455,0.005,0.005,0,0.005,0.005,0.015,0.02,0.005,0.035,0.055,0.07,0.07,0.06,0.05,0.045,-0.0104,0.0214,0.0462,0.0337,0.0218,0.015,-0.132504737,-0.132056784,-0.147579693,0.005,-0.072252028,1.194673636,4.024255209,-0.013009228,9.234854672,-0.174666248,,,0.031,,0.0405,0.025099993,0.019799948,0.12457711,0.08339588,0.001935661,5/9/2007,5/9/2007,5/9/2007,0,0,0.0503,0.0508
6/1/2007,1,0,0,0,0,0,0,0.005,0,0.005,0.005,0.01,0.02,0.025,0.035,0.03,0.03,0.0325,0.0052,0,0.0167,0.0144,0.0104,0.0077,-0.267308914,-0.262510254,-0.029733145,0,-0.001001774,1.263846796,8.988656384,0.136727994,2.784522651,-0.069984836,,,0.015,,0.0142,0.005700111,0.009500027,0.013372072,-0.048717116,0.131808885,6/28/2007,6/28/2007,6/28/2007,1,0,0.0244,0.0251
7/1/2007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028711184,1.263846796,5.899168651,0.286585108,3.05254057,0.436118562,,,,,,,,,,0.182940565,,,,0,0,0.0000,0
8/1/2007,1,1,-0.000922619,0.051383929,0.005,0.02,-0.0075,-0.03,-0.055,-0.0475,-0.0525,-0.08,-0.075,-0.08,-0.065,-0.065,-0.07,-0.06,-0.10125,0.029,-0.0249,-0.03375,-0.0066,0.009,-2.585706945,0.72270515,0.221374936,-0.025,-0.1196834,1.103542865,-2.631243991,0.34260543,1.565604629,0.163420561,,,-0.03775,,-0.0217,-0.005299807,0.003200054,-0.216891136,0.140392153,0.036495821,"2007-08-07,2007-08-10,2007-08-17",8/7/2007,8/17/2007,0,0,-0.0255,-0.0332
9/1/2007,1,0,-0.2125,-0.155,-0.085,-0.18,-0.155,-0.155,-0.15,-0.145,-0.18,-0.185,-0.175,-0.16,-0.14,-0.125,-0.115,-0.11,-0.1064,-0.1885,-0.1307,-0.0638,0.00295,0.0419,1.335934347,1.37861466,0.496831797,-0.17,-0.254215561,0.961034822,-3.769987603,0.394473825,-1.655671175,-0.580363745,,,-0.18,,-0.1053,-0.029599905,0.013000011,-0.453289804,-0.189867955,0.034546721,9/18/2007,9/18/2007,9/18/2007,0,0,-0.1727,-0.1708
10/1/2007,1,0,-0.02,0.03425,0,-0.02,0.015,0.03,0.05,0.075,0.015,0.06,0.085,0.09,0.09,0.09,0.085,0.08,0.0829,0.0549,0.0782,0.0694,0.0469,0.0343,-0.428302321,-0.371807307,-0.020744019,0.03,-0.024761929,0.925333049,1.34584483,0.48094088,7.789463361,-0.614321666,1,,0.055,,0.077,0.053999901,0.040099859,-0.009130395,-0.034707158,0.090458885,10/31/2007,10/31/2007,10/31/2007,1,0,0.0863,0.0866
11/1/2007,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11550903,0.967926604,6.266339022,0.391799682,12.09276128,-0.287386127,,,,,,,,,,-0.027194515,,,,0,0,0.0000,0
12/1/2007,1,0,0.031,0.025,0.02,0.045,0.025,0.035,0.025,0.0125,0.185,0.125,0.02,-0.055,-0.1,-0.105,-0.1,-0.095,-0.0516,-0.0577,-0.1235,-0.10965,-0.0745,-0.0613,-1.737701686,-1.805054152,-0.176762526,0.03,-0.026768724,0.893407843,1.180359708,0.563137945,10.44788663,-0.594354877,0,,-0.004,,-0.0693,-0.041100025,-0.045000076,0.085387,-0.671201002,-0.007280295,12/11/2007,12/11/2007,12/11/2007,0,0,0.0816,0.082
1/1/2008,1,1,-0.575,-0.323076923,-0.1325,-0.335,-0.265,-0.235,-0.27,-0.25,-0.275,-0.225,-0.16,-0.105,-0.05,-0.015,0.025,0.0575,-0.0154,-0.0824,-0.0239,0.07215,0.0994,0.0987,0.882898944,2.235579887,0.87323679,-0.255,-0.147120887,0.831512097,-4.20231711,0.363501277,7.530867821,-0.685579926,1,,-0.23275,,0.0144,-0.011699914,0.087500095,-0.651969196,-0.035700241,-0.150861492,"2008-01-22,2008-01-30",1/30/2008,1/22/2008,1,0,-0.1904,-0.1876
2/1/2008,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.224061993,0.557480103,-10.76805364,1.06967574,8.861938462,-0.448223856,,,,,,,,,,0.108304835,,,,0,0,0.0000,0
3/1/2008,1,1,0.192557692,0.093115385,0.1,0.17,0.175,0.1775,0.195,0.195,0.085,0.105,0.115,0.125,0.13,0.14,0.1475,0.145,0.12305,0.17995,0.1938,0.1583,0.0682,0.0036,-0.4966336,0.766352436,-0.734424805,0.19,-0.198485277,0.557480103,-5.596358818,1.215721332,20.72497262,-0.107336734,0,,0.152,,0.1599,0.061649979,0.018799901,0.637296764,0.272475684,0.070521654,"2008-03-11,2008-03-18",3/18/2008,3/18/2008,0,0,0.1230,0.1239
4/1/2008,1,0,-0.06,-0.065,0,-0.06,-0.065,-0.065,-0.0725,-0.075,-0.06,-0.08,-0.08,-0.05,-0.03,-0.02,-0.01,0,-0.0308,-0.0207,-0.0162,-0.0051,-0.0019,-0.0019,0.266284896,0.160829164,0.231303007,-0.075,-0.10180152,0.344154608,-12.34205387,1.009512875,10.86388093,-0.14406997,1,,-0.0725,,-0.0064,-0.003399968,-0.0008,-0.194260061,-0.047865212,0.080729238,4/30/2008,4/30/2008,4/30/2008,1,0,-0.0652,-0.0639
5/1/2008,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064250829,0.139914407,2.309241394,0.289419446,11.33103409,-0.117673136,,,,,,,,,,-0.079963327,,,,0,0,0.0000,0
6/1/2008,1,0,-0.01,-0.039807692,0,-0.01,-0.035,-0.045,-0.06,-0.035,-0.065,-0.05,-0.045,-0.06,-0.07,-0.0675,-0.06,-0.05,-0.01285,-0.00765,-0.0689,-0.0349,-0.0217,-0.0101,0.085608366,0.018828846,0.378593429,0.015,-0.030660417,-0.102956753,1.464562588,-0.174228213,1.027924462,-0.008045871,1,,-0.0275,,-0.0301,-0.014199972,-0.007400036,-0.315358362,-0.22181146,-0.20998161,6/25/2008,6/25/2008,6/25/2008,0,0,-0.0498,-0.0487
7/1/2008,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.052450358,-0.26906789,-2.714385181,-0.289674671,17.68018761,-0.045294638,,,,,,,,,,-0.005002794,,,,0,0,0.0000,0
8/1/2008,1,0,-0.005961538,-0.014615385,-0.005,-0.01,-0.0225,-0.025,-0.035,-0.055,-0.025,-0.035,-0.03,-0.04,-0.045,-0.045,-0.04,-0.0375,-0.0154,-0.0052,-0.0162,0.0052,0.0137,0.0179,0.134407546,0.157263613,-0.012931592,-0.03,-0.006787597,-0.582799661,-9.302795415,-0.007219548,2.213666291,0.066548447,0,,0.005,,0.0104,0.010499954,0.022099972,-0.012174831,-0.10155096,-0.289602806,8/5/2008,8/5/2008,8/5/2008,0,1,-0.0191,-0.0181
9/1/2008,1,0,0.1125,0.13,0.0525,0.105,0.13,0.1275,0.115,0.11,0.14,0.1,0.09,0.09,0.115,0.13,0.145,0.125,0.005,0.0869,0.077,0.0697,0.0526,0.0344,-0.629964853,-0.041928721,-0.233199067,0.12,-0.06241314,-0.582799661,-8.616007283,-0.189885351,-10.13272659,0.072642852,0,,0.08685,,0.0683,0.070899963,0.053600073,0.180934788,0,-0.066688687,9/16/2008,9/16/2008,9/16/2008,0,0,0.1030,0.0972
10/1/2008,1,1,-0.181413043,-0.085333333,-0.0975,-0.075,-0.085,-0.085,-0.04,-0.06,0.02,-0.06,-0.09,-0.095,-0.105,-0.08,-0.05,-0.02,-0.0205,-0.1114,0.0041,0.0324,0.0078,0.0391,-2.268821144,1.243945715,-0.21778827,-0.05999,-0.148298645,-0.97431127,-9.17058796,0.526267059,-31.81933548,-0.048870953,1,,0.0065,,0.0404,0.023000002,0.061100006,0.206797235,0.087814997,-0.13329616,"2008-10-08,2008-10-29",10/29/2008,10/8/2008,1,0,-0.0304,-0.0284
11/1/2008,1,1,-0.005,,0.0025,-0.005,-0.005,-0.0025,,,-0.0875,-0.125,-0.135,-0.1225,,,,,,,-0.015,-0.01785,-0.01639,-0.03843,1.64061,2.7155,0.73084,-0.005,-0.114588679,-1.372849193,-26.87004796,1.66840051,-36.79040178,-0.153576378,,,,,,,,,,-0.126289276,11/25/2008,,11/25/2008,0,0,0.0000,0
12/1/2008,1,1,-0.149833333,-0.17,-0.0725,-0.185,-0.17,-0.185,-0.185,-0.17,-0.26,-0.26,-0.265,-0.27,-0.255,-0.25,-0.24,-0.23,-0.0153,-0.0654,-0.1264,-0.1132,-0.0839,-0.01285,1.102872453,1.415227852,0.767559739,-0.18001,-0.441259274,-2.007122748,-35.7703195,0.96113536,-40.17207238,-0.186486239,0,,-0.05815,,-0.1149,-0.099499941,-0.04189992,-0.707367905,-0.655264327,0.196680212,"2008-12-01,2008-12-16",12/16/2008,12/16/2008,0,0,-0.2495,-0.2602
1/1/2009,1,0,0.005,-0.006923077,0,0.005,0,0,0.005,0,0,-0.01,-0.015,-0.015,-0.025,-0.015,-0.005,-0.005,-0.0051,0,-0.0079,0.0167,0.0172,0.0278,-0.217740087,-0.230017251,-0.882885602,0,-0.024189467,-2.597111297,-20.28855265,-0.152576521,-30.91699232,0.115323423,1,,-0.009,,0.027,0.015200019,0.021999836,0.686300164,0.311007442,-0.178337684,1/28/2009,1/28/2009,1/28/2009,1,0,-0.0006,0.0002
2/1/2009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.176767799,-3.166129201,-2.751544281,-0.458792495,-16.43061407,0.382964734,,,,,,,,,,-0.179464824,,,,0,0,0.0000,0
3/1/2009,1,0,0,-0.005,0,-0.0075,-0.005,-0.015,-0.015,-0.025,-0.05,-0.06,-0.07,-0.07,-0.065,-0.065,-0.065,-0.06,0,-0.0102,-0.0689,-0.2558,-0.4343,-0.3313,1.814499277,1.92926045,2.066021194,-0.01,-0.034149937,-3.689069645,-8.465628635,-0.024307019,-6.563599103,0.319607781,0,,0.0025,,-0.1859,-0.32980001,-0.399700046,-1.942814825,-1.916216492,-0.065087527,3/18/2009,3/18/2009,3/18/2009,0,0,-0.0581,-0.0569
4/1/2009,1,0,0,0,-0.0025,0,0.005,0,0,0.005,0,0.01,0.015,0.035,0.045,0.055,0.06,0.06,0,0.0038,0.0237,0.0596,0.0716,0.0801,0.626013845,0.60189166,-0.345008625,0.005,-0.04848495,-4.259200579,-8.441886812,0.254642995,1.988040823,0.380519035,1,,0.012,,0.0825,0.043900013,0.060899973,0.345466201,0.731430926,0.039613066,4/29/2009,4/29/2009,4/29/2009,1,0,0.0261,0.0268
5/1/2009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046785629,-4.608406787,3.154135181,0.03383516,7.524358937,0.519173354,,,,,,,,,,0.0117593,,,,0,0,0.0000,0
6/1/2009,1,0,0,0.008157895,0,0,0.005,0.01,0.005,0.01,0.01,0.035,0.05,0.07,0.09,0.095,0.105,0.1,-0.0101,0.0026,0.0516,0.0911,0.0971,0.0662,-0.646025455,-0.692328995,-0.571591883,0,0.319083971,-4.740991571,18.36933279,0.553700176,19.94169595,0.37054679,1,,0.018,,0.0708,0.086500049,0.085500002,0.49388875,0.471846493,0.144770178,6/24/2009,6/24/2009,6/24/2009,0,0,0.0549,0.0554
7/1/2009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26938557,-4.981212441,11.92934484,1.00212624,15.1266047,0.19002387,,,,,,,,,,0.388485976,,,,0,0,0.0000,0
8/1/2009,1,0,0,0,0,0,0,-0.005,-0.015,-0.01,0,-0.02,-0.045,-0.03,-0.03,-0.015,-0.0125,-0.015,-0.005,-0.005,-0.0041,0.0153,0.0257,0.0307,-0.291325257,-0.323141934,-0.555438374,-0.005,0.112404289,-5.099553535,12.24878154,0.327622372,11.52433463,0.23414702,0,,-0.0165,,0.0069,0.020699978,0.014999866,0.479328559,0.166475913,-0.402159805,8/12/2009,8/12/2009,8/12/2009,0,0,-0.0060,-0.0051
9/1/2009,1,0,-0.01,-0.015769231,0,-0.01,-0.015,-0.02,-0.02,-0.035,-0.05,-0.1,-0.125,-0.135,-0.135,-0.135,-0.125,-0.115,-0.0051,-0.01135,-0.087,-0.08375,-0.0764,-0.0609,0.513298244,0.514619883,0.304403707,-0.015,-0.019189762,-5.036124265,10.47270938,-0.347796979,1.891294091,0.215700633,0,,-0.0075,,-0.0384,-0.061600089,-0.049099922,-0.328308032,-0.49217981,0.048815348,9/23/2009,9/23/2009,9/23/2009,0,0,-0.0986,-0.0971
10/1/2009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22455972,-4.880954108,13.10640014,-0.286780431,6.550805858,0.318549663,,,,,,,,,,-0.069138704,,,,0,0,0.0000,0
11/1/2009,1,0,-0.005769231,-0.009346154,-0.005,-0.0075,-0.01,-0.01,-0.015,-0.02,-0.015,-0.015,-0.035,-0.04,-0.035,-0.035,-0.02,-0.005,-0.0076,-0.0126,-0.0318,0.0051,0.0246,0.0345,0.084351395,0,0.087559776,-0.00999,-0.079971596,-4.679572024,4.88890326,-0.020465065,6.132520515,0.546275077,1,,0.0073,,-0.0141,0.005099893,0.007699966,-0.051417271,0.065984823,0.264630354,11/4/2009,11/4/2009,11/4/2009,0,2,-0.0130,-0.0121
12/1/2009,1,0,-0.025833333,0,-0.0125,-0.015,0,-0.0025,-0.01,0.0025,-0.005,-0.005,0,0.015,0.025,0.03,0.04,0.04,-0.0025,-0.0051,0.0081,0.0253,0.0324,0.0303,-0.053888505,-0.044903458,-0.178767877,-0.005,0.182424224,-4.130842835,6.081975748,-0.166307849,11.81565208,0.579348266,0,,-0.0015,,0.0355,0.011799932,0.025100112,0.18219203,0.222766763,-0.079725974,12/16/2009,12/16/2009,12/16/2009,0,0,0.0151,0.0159
1/1/2010,1,0,-0.005,0.005333333,0,-0.005,0,0,0,0.005,-0.005,0.015,0.04,0.065,0.075,0.08,0.085,0.08,0.0076,0.0051,0.05335,0.0453,0.0271,0.0059,0.081419365,0.207708285,-0.220734833,,-0.218845539,-3.808436674,5.00998646,0.404665711,15.0432772,0.544999814,1,,0.0195,,0.0583,0.024999976,0.009900093,0.22390718,0.435656836,0.162408461,1/27/2010,1/27/2010,1/27/2010,0,0,0.0381,0.0387
2/1/2010,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.111584381,-3.241150768,0.646487628,0.242446775,-1.988155328,0.402591634,,,,,,,,,,0.206985072,,,,0,0,0.0000,0
3/1/2010,1,0,-0.010333333,-0.01,-0.005,-0.0075,-0.01,-0.01,-0.01,-0.02,-0.015,-0.04,-0.05,-0.06,-0.055,-0.06,-0.055,-0.055,-0.0026,-0.0127,-0.0405,-0.037,-0.019,0.0005,0.193667464,0.173310225,0.152949745,,0.002032346,-2.746710986,1.194072614,0.226135318,0.081929571,0.314174507,0,,-0.04,,-0.0301,-0.017099977,0,-0.148866302,-0.121439611,0.088681918,3/16/2010,3/16/2010,3/16/2010,0,0,-0.0306,-0.0296
4/1/2010,1,0,0,-0.01,-0.0025,0,-0.005,-0.01,-0.015,-0.02,-0.01,-0.01,-0.015,-0.01,0,0.005,0.005,0.01,-0.0025,-0.0025,-0.0039,0.0102,0.0135,0.0116,0.158717495,0.168456517,0.227963526,,-0.082121654,-2.00268169,3.741878725,0.057293318,-3.90397888,0.406986479,1,,-0.01,,0.0122,0.003499985,0,-0.16845422,0.127456187,0.108100975,4/28/2010,4/28/2010,4/28/2010,1,0,0.0011,0.002
5/1/2010,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167626981,-1.298784009,7.813300358,-0.180063149,7.152817617,0.427309129,,,,,,,,,,0.105149596,,,,0,0,0.0000,0
6/1/2010,1,0,0.005,-0.002380952,0,0.005,0,0,0,0,0.005,-0.005,0.005,0.005,-0.005,-0.01,-0.01,-0.01,0,0,-0.004,-0.005,-0.0018,-0.0039,0.337454732,0.344352617,0.399022801,,-0.247013528,-0.629506373,-1.23429919,-0.443607268,-4.158724169,0.10720046,1,,0.02,,-0.0065,0.003399968,0,-0.308699393,-0.088770528,0.119040968,6/23/2010,6/23/2010,6/23/2010,0,0,0.0156,0.0164
7/1/2010,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05685263,-0.380856699,-12.95042331,-0.858048455,-2.455936113,0.198172939,,,,,,,,,,0.104990168,,,,0,0,0.0000,0
8/1/2010,1,0,0.003690476,-0.008611111,0.0025,0,0.005,0,0,-0.005,-0.01,-0.02,-0.035,-0.04,-0.045,-0.055,-0.055,-0.06,0,0.0025,-0.0159,-0.0553,-0.0622,-0.0342,0.726819738,0.718616663,0.777913362,,-0.182464341,-0.189216265,-7.833185314,-0.707109612,0.530950943,0.083344783,0,,-0.028,,-0.0527,-0.040809989,-0.04519999,-0.719495246,-0.640652301,0.040782227,8/10/2010,8/10/2010,8/10/2010,0,0,-0.0162,-0.0152
9/1/2010,1,0,0,0.005555556,0,0,0.005,0.005,0,0,0,-0.01,-0.015,-0.015,-0.02,-0.025,-0.035,-0.035,0,-0.0026,-0.004,-0.0214,-0.0072,0.0026,0.593150017,0.595238095,0.7078703,,0.043625176,-0.0429303,-3.748447328,-0.977540524,7.712448453,0.070088849,0,,0.006,,-0.0136,0,-0.002599955,-0.612360799,-0.152456902,0.110339105,9/21/2010,9/21/2010,9/21/2010,0,0,-0.0022,-0.0013
10/1/2010,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.232809789,0.072911753,9.166799634,-0.507179408,13.06563011,0.162738129,,,,,,,,,,0.110438515,,,,0,0,0.0000,0
11/1/2010,1,0,0.008333333,0.020490196,0.0075,0.015,0.005,0.01,0.01,0.005,0.005,-0.01,0,-0.005,-0.015,-0.02,-0.025,-0.035,-0.0051,0,-0.0118,-0.0402,0.067,0.14875,-0.330400175,-0.378787879,-0.163573003,,0.143806687,0.42887404,7.157320025,-0.32081505,11.28876433,0.205152039,1,,0.0025,,-0.0407,0.067849994,0.121399999,0.19042402,0.283251232,0.057574633,11/3/2010,11/3/2010,11/3/2010,0,1,0.0058,0.0066
12/1/2010,1,0,0.004558824,0.005,0.0025,0.005,0.005,0.005,0,0,0.005,0,0,-0.005,-0.005,0,0,0,0.0026,0.0025,-0.0161,-0.0034,0.0155,0.0108,0.002007347,0,-0.089398793,,-0.271909542,0.529894993,10.33907565,0.2129028,13.8747854,0.287893085,0,,0.008,,0.0143,0.020699978,0.005499959,0.070719572,0.047973135,0.04842477,12/14/2010,12/14/2010,12/14/2010,0,0,0.0052,0.006
