Date,possible,multsch,MP1,MP2,FF1,FF2,FF3,FF4,FF5,FF6,ED1,ED2,ED3,ED4,ED5,ED6,ED7,ED8,UST3M,UST6M,UST2Y,UST5Y,UST10Y,UST30Y,SP500,SPFUT,EURUSD,FF4_MR,NFP_SURP,NFP_12M,SP500_3M,SLOPE_3M,BCOM_3M,TR_SKEW,SEP,PC,OIS1Y,OIS2Y,TIPS5Y,TIPS10Y,TIPS30Y,DXY,USDJPY,dlcons,liststr,schedstr,mainstr,bcff_time,bcei_time,mps_orig1,mps_orig2
11/1/1999,1,0,0.053571429,0.151,0.025,0.085,0.085,0.045,0.075,0.1,0.0625,0.075,0.07,0.06,0.06,0.045,0.02,0.0375,0.047,0.027,0.086,0.051,0.039,0.024,-0.348629574,-0.352547153,0.10185275,0.06001,-0.054776667,2.512519089,1.619883624,-0.101345533,5.888437693,0.138423199,,,,,,,,-0.079278565,-0.009447331,1.226085699,11/16/1999,11/16/1999,11/16/1999,0,0,0.0782,0.0786
12/1/1999,1,0,0.0155,-0.006518519,0.005,-0.01,-0.005,-0.005,0.02,0,0.015,0.045,0.04,0.05,0.0475,0.045,0.055,0.045,0.011,0.032,0.044,0.03,0.042,0.037,0.47870399,0.467856524,0.019825535,-0.005,0.001737297,2.517886905,2.969698781,-0.047814758,4.806369236,0.140346786,,,,,,,,0.029434851,0.137187653,-0.22376227,12/21/1999,12/21/1999,12/21/1999,0,0,0.0443,0.0449
1/1/2000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105992822,2.467827597,14.70194588,-0.138525268,-0.330748207,0.290386623,,,,,,,,,,0.85779411,,,,0,0,0.0000,0
2/1/2000,1,0,-0.053703704,0.004277778,-0.05,-0.035,-0.015,0.005,0,-0.03,-0.02,-0.005,0.0025,0.015,0.02,0.02,0.02,0.0275,-0.021,-0.016,0.034,0.043,0.0295,0.001,-0.333708048,-0.246175488,0.046009918,0.005,0.205751399,2.560535699,7.267695824,-0.382631339,7.676841557,0.202021351,,,,,,,,-0.038222647,0.036931031,0.498754151,2/2/2000,2/2/2000,2/2/2000,0,1,0.0109,0.0117
3/1/2000,1,0,-0.031,0.022733333,-0.01,-0.02,-0.005,-0.01,-0.005,-0.02,-0.005,-0.005,0.005,0,0,0.005,0.005,0.0025,0,0.0265,0.017,0.024,-0.004,-0.007,0.006455997,0.151032052,0.041429311,-0.00999,-0.404533671,2.316884675,-3.64041723,-0.335127929,4.117667329,0.055945964,,,,,,,,-0.014186409,0.018677624,0,3/21/2000,3/21/2000,3/21/2000,0,0,0.0049,0.0057
4/1/2000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011675972,2.594069363,2.37144954,-0.902999405,6.647334732,0.013757781,,,,,,,,,,0.382950114,,,,0,0,0.0000,0
5/1/2000,1,0,0.041333333,0.05,0.02,0.05,0.05,0.055,0.04,0.03,0.05125,0.0525,0.05,0.045,0.0425,-0.0175,-0.0225,0.0475,0.021,0.0216,0.0828,0.0466,0.0217,0.0045,-0.639756231,-0.677966102,0.154627789,0.07,-0.052625201,2.523945878,3.384867102,-0.570126904,0.226054296,0.122093897,,,,,,,,-0.098956459,-0.100282615,0.173890902,5/16/2000,5/16/2000,5/16/2000,0,0,0.0654,0.0659
6/1/2000,1,0,-0.02,-0.02,0,-0.02,-0.02,-0.015,-0.03,-0.01,-0.025,-0.03,-0.045,-0.045,-0.045,-0.04,-0.0325,-0.0425,-0.0392,-0.0108,-0.0043,-0.0223,-0.0128,-0.0132,0.264980819,0.270087779,0.137668114,-0.01501,-0.377081834,2.523532067,5.242016038,-0.51403943,3.46124932,0.175367674,,,,,,,,-0.065098112,0.05212282,0.099950033,6/28/2000,6/28/2000,6/28/2000,1,0,-0.0219,-0.0209
7/1/2000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.563247625,2.280815405,-3.639811873,-0.014654131,5.653408872,0.229837413,,,,,,,,,,0.480946918,,,,0,0,0.0000,0
8/1/2000,1,0,0.017222222,-0.001845238,0.005,-0.005,0,0.105,0.005,0,-0.0025,0.015,0.02,0.02,0.03,0.015,0.01,0.015,0,0.0054,0.0174,0.0057,-0.0083,0,-0.169390195,-0.165425972,0.077968367,0.005,-0.418070663,2.145704891,-2.354599871,-0.100205976,1.518557019,0.207919066,,,,,,,,-0.071556351,0,0.796816965,8/22/2000,8/22/2000,8/22/2000,0,0,0.0237,0.0244
9/1/2000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.242560261,1.958019137,6.610358806,-0.167357461,3.681585921,0.146418832,,,,,,,,,,-0.067687056,,,,0,0,0.0000,0
10/1/2000,1,0,0,0.01,0,0.005,0.01,0.02,0.03,0.03,0.0225,0.035,0.045,0.06,0.06,0.06,0.045,0.0625,0,0,0.0465,0.0441,0.0254,0.0077,-0.194353097,-0.237812128,-0.251112887,0.025,-0.025791857,1.958019137,-1.266557714,0.057342424,0.97893521,0.121779997,,,,,,,,0.184129768,0.04599816,0.147054599,10/3/2000,10/3/2000,10/3/2000,0,0,0.0531,0.0536
11/1/2000,1,0,0,0,0,0,0.005,0.015,0,0,0.0075,0.01,0.005,0.0025,0,-0.005,0,-0.01,0,0,0,0.0018,-0.0085,-0.0201,-0.635634306,-0.643086817,-0.093316225,0,-0.14131051,1.656229532,-0.099987188,0.01727002,2.739806738,0.082857174,,,,,,,,0.077312946,0.004590104,0.548442829,11/15/2000,11/15/2000,11/15/2000,0,0,0.0143,0.015
12/1/2000,1,0,0.051666667,0.015,0.02,0.045,0.015,0.01,0.01,-0.015,0.035,0.0225,0.0075,-0.005,-0.005,0.055,0.0575,0.005,0.0261,-0.0053,0.0256,0.0054,0.0223,0.0287,-0.606750095,-0.622938805,0.12345679,-0.005,-0.149406116,1.588487643,-13.82050573,-0.021343293,4.476272609,0.072243696,,,,,,,,-0.088144557,-0.035527134,-0.046306087,12/19/2000,12/19/2000,12/19/2000,0,0,0.0315,0.0322
1/1/2001,1,1,-0.3575,-0.102727273,-0.35,-0.145,-0.11,-0.18,-0.08,-0.145,-0.11,-0.1475,-0.135,-0.125,-0.1075,-0.0925,-0.09,-0.0525,-0.1409,-0.0591,0.0082,0.0661,0.0241,0.0718,3.75738663,4.135934022,-0.208777751,-0.11999,-0.052599215,1.467204563,-7.742906646,0.017854182,5.461747813,-0.130507818,,,,,,,,0.139738443,0.048148472,-0.010945838,"2001-01-03,2001-01-31",1/31/2001,1/3/2001,1,0,-0.1289,-0.1264
2/1/2001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321835194,1.283225933,0.115004381,0.896497577,5.551437578,-0.161911661,,,,,,,,,,-0.100050033,,,,0,0,0.0000,0
3/1/2001,1,0,0.056363636,-0.072215909,0.02,0.0275,-0.01,-0.07,-0.06,0,-0.04,-0.065,-0.085,-0.0825,-0.0925,-0.0825,-0.075,-0.0725,0.0622,-0.0424,-0.0295,-0.042,-0.0139,-0.0114,-0.60118709,-0.588977703,-0.049732,-0.075,0.093380237,1.263331051,-6.435506386,0.918368383,-5.177135694,-0.072391772,,,,,,,,0.043652872,0.057096248,-0.065149808,3/20/2001,3/20/2001,3/20/2001,0,0,-0.0660,-0.0647
4/1/2001,1,1,-0.4625,-0.38984375,-0.185,-0.425,-0.46,-0.43,-0.47,-0.5,-0.48,-0.45,-0.44,-0.22,-0.345,-0.345,-0.325,-0.31,-0.2845,-0.2956,-0.3343,-0.2616,-0.1638,-0.0576,2.33886747,2.935139573,0.924551992,-0.37,-0.354916896,0.867777948,-12.52766878,1.154403776,-6.628141495,-0.255288794,,,,,,,,-0.717642033,-0.293566012,0.445660547,4/18/2001,,4/18/2001,0,0,-0.2825,-0.3009
5/1/2001,1,0,-0.096875,-0.12,-0.05,-0.09,-0.12,-0.125,-0.12,-0.2,-0.11,-0.1375,-0.13,-0.1575,-0.155,-0.0525,-0.1275,-0.105,0,-0.0841,-0.1349,-0.0755,-0.02765,0.0247,0.373928413,0.479904019,-0.090981463,-0.14,-0.532856381,0.434289856,-8.294071976,0.859681099,-3.010445091,-0.20943439,,,,,,,,0.077153879,0.105528046,0.099950033,5/15/2001,5/15/2001,5/15/2001,0,0,-0.1293,-0.1276
6/1/2001,1,0,0.105,0.043,0.015,0.105,0.085,0.075,0.07,0.065,0.075,0.075,0.075,0.06,0.055,0.025,0.0275,0.04,0.05415,0.0262,0.0595,0.0346,0.0063,-0.0022,-0.484099172,-0.449805766,-0.092764378,0.075,-0.013432612,0.179300323,-0.16867129,1.190740778,-3.908940492,-0.02444596,,,,,,,,0.076135691,0.04021879,0.189830206,6/27/2001,6/27/2001,6/27/2001,1,0,0.0862,0.0866
7/1/2001,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.180556412,0.179300323,5.98158361,0.683141273,-2.714442535,-0.087030047,,,,,,,,,,0.598207168,,,,0,0,0.0000,0
8/1/2001,1,0,0.02635,-0.023196552,0.0085,0.015,-0.02,-0.005,-0.055,-0.02,-0.0275,-0.09,-0.09,-0.11,-0.08,-0.09,-0.075,-0.045,-0.0158,-0.0368,-0.0968,-0.0756,-0.0497,-0.0361,-1.487642626,-1.928374656,0.701908313,-0.02,-0.015435108,-0.043116654,-3.394426222,0.22443181,-6.360871514,-0.050296728,,,,,,,,-0.511148321,-0.016676395,-1.32084261,8/21/2001,8/21/2001,8/21/2001,0,0,-0.0276,-0.0266
9/1/2001,1,1,,,,,,,,,,,,,,,,,-0.185,-0.1865,-0.032,0.035,0.0245,0.023,0,,-0.107828337,-0.045,-0.189106366,-0.161207959,-10.24079753,0.068600317,-2.577963896,-0.072067866,,,,,,,,0.089405454,0.153596723,2.566774675,9/17/2001,,9/17/2001,0,0,0.0000,0
10/1/2001,1,0,-0.037413793,-0.046896552,-0.035,-0.045,-0.045,-0.04,-0.09,-0.11,-0.0475,-0.07,-0.0625,-0.0575,-0.0375,-0.03,-0.0275,-0.005,-0.0411,-0.0363,-0.0122,0,0.00295,0.0158,-0.335992474,-0.40689325,0.130918612,-0.04,-0.237037969,-0.43544016,-17.2597366,0.726790155,-7.520104594,-0.134159394,,,,,,,,-0.110404522,-0.190082645,-0.40080214,10/2/2001,10/2/2001,10/2/2001,0,1,-0.0542,-0.053
11/1/2001,1,0,-0.146875,-0.12071875,-0.1175,-0.13,-0.14,-0.145,-0.165,-0.15,-0.16,-0.1525,-0.1625,-0.165,-0.14,-0.135,-0.15,-0.125,-0.154,-0.1347,-0.08295,-0.0907,-0.0248,0.0073,0.611852244,0.637667957,-0.066777963,-0.14,-0.289406896,-0.682327404,-11.63036118,0.730132851,-10.60443527,-0.125637494,,,,,,,,0.034852313,0.041301834,-0.100050033,11/6/2001,11/6/2001,11/6/2001,0,0,-0.1532,-0.1514
12/1/2001,1,0,-0.00775,-0.035,-0.005,0.01,-0.035,-0.03,-0.05,-0.095,-0.02,-0.06,-0.095,-0.095,-0.095,-0.1,-0.095,-0.095,-0.0256,-0.0258,-0.0618,-0.0971,-0.031,-0.014,0.27785059,0.305743612,0.067340067,-0.03,-0.300381672,-1.070924152,-1.967443169,1.228066457,-8.8884628,-0.122247658,,,,,,,,-0.051670685,0.03964164,0.183379844,12/11/2001,12/11/2001,12/11/2001,0,0,-0.0618,-0.0605
1/1/2002,1,0,0.02,0.02,0,0.02,0.02,0.0225,0.0225,0.03,0.025,0.02,0.0275,0.025,0.0125,0.0025,0.005,0.01,0.0153,0.0051,0.0081,-0.0028,-0.0078,-0.0083,-0.061481009,-0.045547711,-0.046339203,0.02,-0.01096665,-1.3143963,11.96520052,0.756791599,-2.519707143,0.013436539,,,,,,,,0.037626991,0.030138638,0.391104341,1/30/2002,1/30/2002,1/30/2002,1,0,0.0366,0.0372
2/1/2002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.138196927,-1.557384887,2.290224678,0.399164106,0.42132243,0.091975019,,,,,,,,,,0,,,,0,0,0.0000,0
3/1/2002,1,0,-0.03875,-0.03390625,-0.015,-0.02,-0.035,-0.04,-0.0475,-0.01,-0.06,-0.075,-0.08,-0.09,-0.0725,-0.0875,-0.08,-0.0825,-0.0257,-0.0467,-0.0696,-0.0602,-0.04545,-0.0254,-0.381887616,-0.382897256,0.0567022,-0.045,0.08307719,-1.557384887,-3.864781725,0.005963278,5.074719608,0.134532775,,,,,,,,-0.034004931,0.037835793,0.512395882,3/19/2002,3/19/2002,3/19/2002,0,0,-0.0608,-0.0595
4/1/2002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03595388,-1.540226218,0.218123524,-0.230834543,12.07743331,0.096440846,,,,,,,,,,-0.391385355,,,,0,0,0.0000,0
5/1/2002,1,0,0,0,0,0.005,0,-0.02,-0.03,-0.045,-0.015,-0.03,-0.0525,-0.065,-0.0475,-0.045,-0.035,-0.0325,-0.0154,-0.0155,-0.0337,-0.0196,-0.0165,-0.00925,-0.304581012,-0.307328605,0.12031062,-0.02,-0.086108955,-1.400399969,-5.101095306,-0.099680058,15.48821116,0.12651697,,,,,,,,-0.087680842,-0.128740296,0.324482903,5/7/2002,5/7/2002,5/7/2002,0,0,-0.0364,-0.0353
6/1/2002,1,0,0,0.008611111,0,0,0.005,0.005,0.01,0.005,0.015,0.01,0.005,0.0025,0.005,-0.0025,-0.0025,0,0.0051,-0.0104,0.0125,0.0105,0.0091,0.0006,-0.47917665,-0.468505986,0.172169334,-0.01,-0.104913613,-1.351140722,-3.927873808,-0.047203885,7.181225982,0.194441222,,,,,,,,-0.159639403,-0.17551191,0.713900788,6/26/2002,6/26/2002,6/26/2002,2,0,0.0209,0.0216
7/1/2002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.142503213,-1.236649318,-14.52698823,0.045239817,0.129067702,0.135632476,,,,,,,,,,0.099950033,,,,0,0,0.0000,0
8/1/2002,1,0,0.034444444,-0.01,0.02,0.03,-0.01,-0.04,-0.035,-0.05,-0.0225,-0.075,-0.155,-0.205,-0.19,-0.16,-0.115,-0.09,-0.0308,-0.0516,-0.0916,-0.0739,-0.07,-0.0298,-0.502894117,-0.467546755,0.112153344,-0.04,-0.178110502,-1.208749884,-15.59292471,0.072106259,0.276189117,-0.015779459,,,,,,,,-0.083963056,-0.050415931,-0.4886118,8/13/2002,8/13/2002,8/13/2002,0,0,-0.1106,-0.109
9/1/2002,1,0,0.02,0.00125,0.005,0.02,0.005,-0.005,0.01,0.01,-0.0025,-0.01,-0.02,-0.035,-0.03,-0.02,-0.01,-0.015,0.0052,0.0155,-0.0021,-0.0304,-0.02675,-0.0034,-1.027705194,-1.05644431,0.18361726,-0.005,-0.035940445,-1.095961892,-15.03180215,-0.27430404,7.121942124,-0.057427212,,,,,,,,-0.130063174,0,0.399202127,9/24/2002,9/24/2002,9/24/2002,0,0,-0.0039,-0.003
10/1/2002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.150993752,-0.960863928,-19.48195652,-0.620439528,8.103591205,0.055236898,,,,,,,,,,0.299550898,,,,0,0,0.0000,0
11/1/2002,1,0,-0.203125,-0.098869048,-0.1625,-0.1325,-0.105,-0.075,-0.09,-0.13,-0.0825,-0.06,-0.065,-0.065,-0.0825,-0.09,-0.075,-0.105,-0.1791,-0.1493,-0.0471,-0.1488,-0.05475,-0.02635,-0.523147641,-0.602409639,0.491326582,-0.085,-0.065206474,-0.40342353,-2.877718665,-0.265448124,9.345624337,0.197750129,,,,,,,,-0.424128181,-0.343811395,0.697561374,11/6/2002,11/6/2002,11/6/2002,0,0,-0.0746,-0.0734
12/1/2002,1,0,0,0.005,0,-0.005,0.005,0.005,-0.01,0,0.005,0.01,0.03,0.04,0.035,0.04,0.0475,0.0325,-0.0103,0,0.0243,0.0172,0.0149,0.0116,-0.290472073,-0.277238703,0.044596403,0.01,-0.198979817,-0.40342353,1.989085255,0.194894228,5.315066725,0.289581742,,,,,,,,-0.037950664,-0.040433447,-0.020911639,12/10/2002,12/10/2002,12/10/2002,0,0,0.0295,0.0302
1/1/2003,1,0,0.005,0.028846154,0,0.005,0.015,0.025,0.0275,0.0175,0.0325,0.04,0.055,0.05,0.055,0.045,0.055,0.055,0.0103,0.0103,0.0458,0.0431,0.0414,0.0286,0.157159488,0.204081633,-0.092233905,0.03,-0.299600033,-0.396255223,6.146536011,0.41104352,4.738133808,0.254184375,,,,,,,,0.070564516,0.0507228,-0.313866301,1/29/2003,1/29/2003,1/29/2003,1,0,0.0600,0.0605
2/1/2003,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118786637,-0.218795032,-3.955997268,0.154982051,13.36864872,0.355057198,,,,,,,,,,0.598207168,,,,0,0,0.0000,0
3/1/2003,1,0,0.023846154,-0.011923077,0.01,0.015,-0.005,-0.01,-0.005,0.01,0.01,-0.005,0.0025,-0.01,-0.025,-0.0475,-0.025,-0.015,0.0154,0.0051,-0.0061,-0.0137,-0.01575,-0.0039,-0.45161365,-0.448625181,0.05648122,-0.02,-0.701504295,-0.225900539,-10.10057639,-0.158608293,12.72946853,0.328670993,,,,,,,,-0.069313793,-0.01261034,0.468554697,3/18/2003,3/18/2003,3/18/2003,0,0,0.0077,0.0085
4/1/2003,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.226672265,-0.373242002,-5.089999803,0.026276817,-1.085293559,0.220247241,,,,,,,,,,0.268308617,,,,0,0,0.0000,0
5/1/2003,1,0,0.031,-0.025,0.025,0.015,-0.025,-0.05,-0.03,-0.055,-0.03,-0.0775,-0.11,-0.145,-0.15,-0.1375,-0.135,-0.13,-0.0281,-0.0129,-0.0982,-0.0847,-0.0517,-0.0261,0.156987548,0.2137323,0.250692704,-0.04,-0.023316919,-0.339741188,7.87529917,-0.073703251,-7.238933623,0.352667041,,,,,,,,-0.20894275,-0.080539189,0.498754151,5/6/2003,5/6/2003,5/6/2003,0,0,-0.0854,-0.084
6/1/2003,1,0,0.125,0.108684211,0.03,0.125,0.115,0.105,0.1,0.105,0.115,0.115,0.135,0.13,0.105,0.08,0.055,0.03,0.0715,0.0974,0.0697,0.0469,0.028,-0.0053,-0.192513261,-0.152284264,-0.224234584,0.105,-0.010739862,-0.334320246,15.21964072,-0.376218801,-3.439337496,0.313415504,,,,,,,,0.224095614,0.263672706,0.491439221,6/25/2003,6/25/2003,6/25/2003,2,0,0.1454,0.1407
7/1/2003,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100913112,-0.374150357,11.51338828,-0.288209669,0.188726114,0.189916119,,,,,,,,,,0.895974137,,,,0,0,0.0000,0
8/1/2003,1,0,0,0,0,0,0,0,-0.01,-0.01,-0.005,-0.015,-0.05,-0.08,-0.0825,-0.0925,-0.09,-0.085,-0.0051,-0.0154,-0.0448,-0.0473,-0.0284,-0.0163,-0.062137742,-0.076472088,0.159179342,0,-0.165924935,-0.329070042,7.599491021,0.584372257,1.389614068,0.331979665,,,,,,,,-0.041597338,-0.016879062,-0.313344979,8/12/2003,8/12/2003,8/12/2003,0,0,-0.0306,-0.0295
9/1/2003,1,0,0,0.005,0,0,0.005,0,-0.005,-0.0025,0,-0.005,0,-0.0025,0.005,-0.005,-0.02,-0.015,-0.0102,0,-0.00815,-0.0136,-0.0156,-0.0062,-0.126244091,-0.097871299,0.07160759,0,-0.27922558,-0.329070042,5.965039807,0.98941402,-0.764964258,0.386529373,,,,,,,,-0.062060405,-0.025822,0.199800266,9/16/2003,9/16/2003,9/16/2003,0,0,0.0044,0.0071
10/1/2003,1,0,0,0,0,0,0,-0.01,-0.025,-0.04,-0.0225,-0.085,-0.12,-0.125,-0.14,-0.145,-0.14,-0.15,-0.0051,-0.0154,-0.1142,-0.1132,-0.08875,-0.0572,-0.028431543,0,0.308271964,-0.01,0.11500552,-0.191750201,2.00291664,0.425588637,3.630453229,0.425817118,,,,,,,,-0.261039809,-0.15215086,0.557132626,10/28/2003,10/28/2003,10/28/2003,1,0,-0.0827,-0.0812
11/1/2003,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089654817,-0.13560259,5.920334498,-0.236693739,8.635969129,0.484149386,,,,,,,,,,0.055607722,,,,0,0,0.0000,0
12/1/2003,1,0,0,-0.005,0,0.005,-0.005,-0.005,0,0.015,-0.005,0.0025,0.05,0.075,0.095,0.105,0.1125,0.125,0,0,0.0446,0.0791,0.07845,0.0653,-0.112501758,-0.117205813,0.114463249,0.005,-0.234705799,-0.103409853,5.978449049,-0.3879725,6.093686997,0.407293572,,,0.045,,,,,-0.090222172,-0.056001493,0.343237094,12/9/2003,12/9/2003,12/9/2003,0,0,0.0434,0.0441
1/1/2004,1,0,0,0.020666667,0,0,0.01,0.01,0.04,0.025,0.0275,0.11,0.1875,0.245,0.26,0.27,0.265,0.26,0.0153,0.0256,0.1654,0.1387,0.0975,0.0025,-0.910674622,-0.937431873,-1.171071372,0.005,-0.349536916,0.094999509,9.952982704,0.037415244,12.3487614,0.305203437,,,0.088,,,,,1.008344924,0.50679676,0.232137028,1/28/2004,1/28/2004,1/28/2004,1,0,0.1519,0.1518
2/1/2004,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16123525,0.140053366,9.256184438,-0.167135955,8.666683911,0.364246649,,,,,,,,,,0.621124239,,,,0,0,0.0000,0
3/1/2004,1,0,0.010333333,0.004209877,0.005,0,0.005,-0.01,-0.02,-0.025,-0.025,-0.055,-0.085,-0.1,-0.12,-0.1325,-0.0775,-0.135,-0.0052,-0.0103,-0.0713,-0.0826,-0.0672,-0.0474,-0.035129755,-0.078793336,-0.081492951,-0.005,-0.27387523,0.290131528,10.06802329,-0.062511702,13.55571214,0.467796389,,,-0.0415,,,,,0.056439779,-0.004590947,-0.108347258,3/16/2004,3/16/2004,3/16/2004,0,0,-0.0565,-0.0585
4/1/2004,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.342906699,0.691731851,2.729114664,-0.39147136,11.34101684,0.584145539,,,,,,,,,,0.498754151,,,,0,0,0.0000,0
5/1/2004,1,0,-0.011481481,-0.005,-0.01,-0.0075,-0.005,-0.0075,-0.0125,-0.005,-0.005,0.005,0.015,0.015,0.01,-0.005,0.02,0.01,-0.0103,0,0.008,0.0211,0.0184,0.0322,0.361627188,0.358905339,0.024834437,-0.005,0.196665421,0.94807732,-1.894691335,0.023692418,7.609748186,0.559845639,,,0.0065,,,,,-0.022249416,-0.072760346,-0.501254182,5/4/2004,5/4/2004,5/4/2004,0,0,0.0081,0.0089
6/1/2004,1,0,-0.01,-0.024761905,0,-0.01,-0.02,-0.015,-0.0175,-0.055,-0.04,-0.03,-0.025,-0.025,-0.02,-0.025,-0.015,-0.02,-0.0153,-0.0155,-0.0122,0.0069,0.0138,0.0202,0.281200966,0.286532951,0.073934116,-0.01,-0.002877859,1.146282211,-2.13903693,0.021891015,1.830536764,0.287198509,,,-0.0225,,,,,-0.112359551,-0.384122919,0.883549754,6/30/2004,6/30/2004,6/30/2004,1,0,-0.0125,-0.0116
7/1/2004,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.326069143,1.228358175,2.915401185,-0.147780458,-5.053366398,0.230467848,,,,,,,,,,0.399202127,,,,0,0,0.0000,0
8/1/2004,1,0,0.014761905,0.015555556,0.01,0.015,0.035,0.04,0.05,0.055,0.035,0.045,0.05,0.05,0.05,0.05,0.05,0.05,0.0051,0.0103,0.0325,0.0415,0.0251,0.0101,-0.308386051,-0.349568865,-0.292563998,0.03999,-0.475027909,1.273883131,-3.24964106,-0.549085154,-2.40603471,0.24178958,,,0.041,,,,,0.271708366,0.306720794,0.591930438,8/10/2004,8/10/2004,8/10/2004,0,0,0.0555,0.0561
9/1/2004,1,0,0,0,0,0,0,-0.005,0,-0.005,-0.015,-0.015,-0.02,-0.03,-0.04,-0.035,-0.035,-0.055,-0.021,-0.016,-0.008,-0.027,-0.034,-0.032,0.026194049,0.022187708,0.399120306,-0.01,-0.069177265,1.363659229,-1.531360932,-0.734760858,-8.15666336,0.143260321,,,-0.015,,,,,-0.299858557,-0.127272727,0.202131917,9/21/2004,9/21/2004,9/21/2004,0,0,-0.0114,-0.0105
10/1/2004,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.141493925,1.401236601,-1.921170526,-0.702934996,6.274502808,0.052004888,,,,,,,,,,0.217636859,,,,0,0,0.0000,0
11/1/2004,1,0,0,-0.009117647,0,-0.005,-0.005,-0.01,0,0,-0.005,-0.025,-0.035,-0.05,-0.055,-0.055,-0.05,-0.045,-0.011,-0.005,-0.037,-0.036,-0.029,-0.027,0.107266674,0.150085763,0.077621672,-0.00999,0.2916724,1.514840415,2.669350369,-0.642073685,10.17440402,0.133311784,,,-0.091,,,,,-0.08287947,-0.14912853,0.697561374,11/10/2004,11/10/2004,11/10/2004,0,0,-0.0207,-0.0197
12/1/2004,1,0,0,-0.005384615,0,0.0025,-0.005,-0.005,-0.01,-0.015,-0.0075,-0.015,-0.015,-0.02,-0.02,-0.015,-0.02,-0.02,-0.021,-0.013,-0.008,-0.013,-0.017,-0.013,0.064155439,-0.020811655,0.127896479,-0.005,-0.229802255,1.538521136,5.791433874,-0.569893562,10.31337509,0.240890168,,,-0.012,,,,,-0.145631068,-0.132663698,-0.200200267,12/14/2004,12/14/2004,12/14/2004,0,0,-0.0047,-0.0044
1/1/2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095830036,1.550077006,8.35308547,-0.430835692,-1.393035918,0.331385511,,,,,,,,,,0.388326512,,,,0,0,0.0000,0
2/1/2005,1,0,-0.005384615,0.013162393,-0.005,0,0,0,0,-0.01,-0.005,-0.01,-0.015,-0.015,-0.02,-0.025,-0.02,-0.025,0.013,-0.011,-0.008,-0.014,-0.023,-0.024,0.091875905,-0.041937513,0.069060773,0,-0.145122852,1.536816352,4.845159772,-0.771235976,-4.701896976,0.3835437,,,-0.0115,,-0.0189,-0.024000049,-0.021700025,-0.071778921,-0.048109304,0.190056734,2/2/2005,2/2/2005,2/2/2005,0,1,-0.0107,-0.0097
3/1/2005,1,0,0,0.008303571,0,0,0.0075,0.01,0.015,0.035,0.03,0.07,0.095,0.105,0.115,0.115,0.115,0.125,0.01,0.016,0.072,0.109,0.107,0.092,-0.34398799,-0.356244761,-0.439493824,0.01,0.019238665,1.677488521,2.239924536,-0.510393078,4.519549068,0.355697006,,,0.056,,0.0745,0.100500107,0.057500005,0.386706949,0.209324453,0.598207168,3/22/2005,3/22/2005,3/22/2005,0,0,0.0897,0.0899
4/1/2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.263776595,1.590636373,-2.03989266,-0.521881117,12.97954181,0.401827319,,,,,,,,,,-0.11503603,,,,0,0,0.0000,0
5/1/2005,1,0,0,0.005,0,0,0.005,0.01,0.01,0.01,0.01,0.025,0.0325,0.035,0.035,0.04,0.045,0.035,0.006,0.008,0.032,0.024,0.014,0.003,0.109347017,0.387096774,-0.108611327,0.01,0.145767322,1.590636373,-1.477552603,-0.423430533,7.671296636,0.361551459,,,0.022,,0.0132,0.027899981,0.015699983,0.082938389,0.028536098,0.895974137,5/3/2005,5/3/2005,5/3/2005,0,0,0.0286,0.0293
6/1/2005,1,0,-0.0025,0.008068182,0,-0.0025,0.005,0.015,0.035,0.035,0.045,0.055,0.055,0.06,0.06,0.05,0.04,0.03,0.005,0.021,0.061,0.039,0.015,-0.003,-0.430307297,-0.45652625,-0.066186812,0.015,-0.256785333,1.501237753,-1.653892894,-0.56961838,-1.270588419,0.205868489,,,0.035,,0.0275,-0.005299926,-0.003100038,0.078484135,0.081161511,0.697561374,6/30/2005,6/30/2005,6/30/2005,1,0,0.0596,0.0601
7/1/2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.150396307,1.620410181,0.836162387,-0.668726252,-2.599084738,0.178983691,,,,,,,,,,-0.432083527,,,,0,0,0.0000,0
