Date,NFP_SURP,NFP_12M,SP500_3M,SLOPE_3M,BCOM_3M,TR_SKEW
5/18/1999,-0.022598322,2.330280305,6.591856643,0.405907039,11.53100755,0.067498448
6/30/1999,0.058669152,2.357845552,5.213282709,0.113742332,1.945069307,0.216046041
8/24/1999,0.160742988,2.363083276,1.585036443,0.084767269,12.23757129,0.107381366
10/5/1999,-0.481008158,2.360976044,-5.688241954,0.084636271,12.93316554,0.156740251
11/16/1999,-0.045815921,2.517886905,4.902395554,-0.315958515,5.880069564,0.105461106
12/21/1999,0.005909724,2.467827597,6.006498965,-0.139252947,4.032873784,0.251840648
2/2/2000,0.192638106,2.560535699,4.859014644,-0.340263911,10.10266255,0.190962573
3/21/2000,-0.365938691,2.594069363,3.017696086,-0.595586511,5.88842823,0.025462613
5/16/2000,-0.043846745,2.523532067,2.476785875,-0.468546622,4.272974628,0.15086652
6/28/2000,-0.340812795,2.280815405,-5.166337105,-0.137845978,6.714792928,0.235238836
8/22/2000,-0.37832872,2.033636924,4.241466129,-0.324512688,0.452467059,0.17041997
10/3/2000,-0.019286938,1.958019137,-0.427985882,0.074612177,3.217535672,0.117509149
11/15/2000,-0.125017919,1.588487643,-7.560372797,0.12104581,6.587191571,0.082924593
12/19/2000,-0.1324276,1.467204563,-10.27026953,-0.329057251,-0.315469096,-0.037218154
1/3/2001,-0.04382296,1.467204563,-12.78530202,0.018846495,2.181917825,-0.140580782
1/31/2001,0.298886346,1.283225933,0.644846996,0.861112265,5.215328512,-0.170625169
3/20/2001,0.089787935,0.867777948,-15.79758551,1.062514722,-3.193527758,-0.163105318
4/18/2001,-0.32052585,0.434289856,-10.73118522,0.765276768,-4.060488318,-0.282723632
5/15/2001,-0.483388867,0.22985561,-6.480019982,1.097244513,-3.447084761,-0.080931749
6/27/2001,-0.007974868,0.179300323,6.531250641,0.850370351,-5.164034255,-0.077577601
8/21/2001,-0.009807696,-0.161207959,-9.526280193,0.113705702,-7.041719676,-0.03378988
9/17/2001,-0.168764125,-0.43544016,-15.59769262,0.535097771,-2.737181901,-0.085837002
10/2/2001,-0.212634575,-0.43544016,-16.5400941,0.707271076,-6.334728271,-0.133655483
11/6/2001,-0.260566385,-1.070924152,-8.819252372,0.723934953,-12.58021069,-0.121697809
12/11/2001,-0.27061129,-1.3143963,0.558617657,1.51743658,-11.3596312,-0.063788413
1/30/2002,-0.005717842,-1.399314081,1.41275853,0.484422843,-0.025698963,0.079053011
3/19/2002,0.080357846,-1.540226218,2.501100123,-0.339624251,15.51209286,0.12096292
5/7/2002,-0.074493485,-1.351140722,-7.106472954,0.015877493,11.51068647,0.145480785
